Date,Year,Month,Pearson,Kendall,Spearman
1983-08-01,1983,8,0.7542241798016104,0.5547409991416387,0.7325927064913763
1983-09-01,1983,9,0.805387198057492,0.5920257925564631,0.7774097447063478
1983-10-01,1983,10,0.6302532762485471,0.492188144440266,0.6764568887526718
1983-11-01,1983,11,0.5508084112914531,0.4118683807393228,0.5697962532439059
1983-12-01,1983,12,0.6045101664207929,0.44204766654868266,0.6167996442081971
1984-01-01,1984,1,0.7032763961736075,0.4672009726767423,0.619773178784518
1984-02-01,1984,2,0.3468388178311085,0.3301277116367281,0.48670021924532164
1984-03-01,1984,3,0.5999543204286721,0.48701021647720855,0.660373257432881
1984-04-01,1984,4,0.7737934426611819,0.6477646178641332,0.8316081035897557
1984-05-01,1984,5,0.7952656804493665,0.5382479172040113,0.7203406120731264
1984-06-01,1984,6,0.6992256359263472,0.45279397775979663,0.6206355867156332
1984-07-01,1984,7,0.7007868739352089,0.4638711744938315,0.6548797969649268
1984-08-01,1984,8,0.794718707330547,0.5594487128979652,0.7584329165417547
1984-09-01,1984,9,0.623823651094529,0.4308894279399785,0.5942371643355526
1984-10-01,1984,10,0.6933419181940397,0.4778921161279066,0.64226510848744
1984-11-01,1984,11,0.5789092258552886,0.48281047588432796,0.6601152159314414
1984-12-01,1984,12,0.6513977376878817,0.3024243927585618,0.3857545241733663
1985-01-01,1985,1,0.48874639687236765,0.4051762646955255,0.5224708097585893
1985-02-01,1985,2,0.6358057612654946,0.3210559921150542,0.41647683108187905
1985-03-01,1985,3,0.6928036359505619,0.534202463732391,0.7117814350888555
1985-04-01,1985,4,0.5944841362938997,0.5591283627624355,0.7399805070675839
1985-05-01,1985,5,0.7392808497693707,0.49234792738958544,0.669181801984419
1985-06-01,1985,6,0.6259753329978542,0.46086823601345156,0.6456392177454352
1985-07-01,1985,7,0.5974521203156657,0.35812161369657564,0.4980388037396983
1985-08-01,1985,8,0.7764257725929452,0.4670457225925116,0.638565346523904
1985-09-01,1985,9,0.6994637998998149,0.4173974136628185,0.5925470626985571
1985-10-01,1985,10,0.7178027363166788,0.4562830581440926,0.6278969980811778
1985-11-01,1985,11,0.8346603853577411,0.4687384775746719,0.6422258273785322
1985-12-01,1985,12,0.8330985734195797,0.4369700057739099,0.6056847356231124
1986-01-01,1986,1,0.733780816144618,0.32971262543406105,0.4255320223517268
1986-02-01,1986,2,0.4174363394285906,0.3364746256288794,0.487919075121073
1986-03-01,1986,3,0.6320946471581622,0.5070675007959393,0.6949761526186982
1986-04-01,1986,4,0.7998443895704008,0.5016206363359427,0.6727686888806367
1986-05-01,1986,5,0.802564202652908,0.6144029910614442,0.8109316943519402
1986-06-01,1986,6,0.6154543709065785,0.35130321439414397,0.5026672176986994
1986-07-01,1986,7,0.7285372616903253,0.46469406226922444,0.6370480927086669
1986-08-01,1986,8,0.687402780887625,0.3549975039354431,0.4887181231123755
1986-09-01,1986,9,0.8218278551769409,0.5090260448205527,0.6968961041603984
1986-10-01,1986,10,0.720634847283944,0.43198963183702244,0.6059869546174209
1986-11-01,1986,11,0.6742638737885931,0.3564951904050987,0.50609203509434
1986-12-01,1986,12,0.7291482329736639,0.3213656873045401,0.4465285670340951
1987-01-01,1987,1,0.518886412016599,0.3055351816832542,0.4267454306676326
1987-02-01,1987,2,0.3053460731837338,0.3119338063276145,0.44217213139919775
1987-03-01,1987,3,0.48725376368454676,0.44246425554279883,0.5982005079022944
1987-04-01,1987,4,0.6569471719292594,0.46238785809673233,0.6349172745476545
1987-05-01,1987,5,0.6117370343598116,0.41617221315211994,0.5791224350192085
1987-06-01,1987,6,0.7188456765065754,0.4570148711874144,0.6296193484918343
1987-07-01,1987,7,0.7429862124194524,0.39270432297217783,0.5596293318916828
1987-08-01,1987,8,0.837653926644249,0.45399959562450104,0.6209475549134269
1987-09-01,1987,9,0.685293202179615,0.44149746199637424,0.599652460157301
1987-10-01,1987,10,0.6625178386673208,0.45726719060582083,0.633838129671456
1987-11-01,1987,11,0.8204824635262913,0.5448147394463388,0.7223338131933272
1987-12-01,1987,12,0.7713818802459717,0.45519577626501695,0.6265070934395746
1988-01-01,1988,1,0.40190062497742896,0.3082686752722858,0.37773650238767
1988-02-01,1988,2,0.4946724566450799,0.379542092834792,0.5156497051103597
1988-03-01,1988,3,0.7666987388037716,0.5091154812116643,0.6597296063320683
1988-04-01,1988,4,0.5288549177506723,0.36197985184272713,0.5059787334151873
1988-05-01,1988,5,0.4565788821032136,0.3466907962771458,0.489465704204618
1988-06-01,1988,6,0.5616001583273458,0.3397611875726309,0.4751220519523502
1988-07-01,1988,7,0.5512472231518788,0.36878407752169257,0.5119203109509497
1988-08-01,1988,8,0.7712293335646889,0.5503876703974396,0.7383510067850665
1988-09-01,1988,9,0.708318767068845,0.49115111653537297,0.6705694944434946
1988-10-01,1988,10,0.764660385622964,0.49680216979994446,0.6923009569094688
1988-11-01,1988,11,0.7330814352944282,0.4323556339839831,0.6114065649377334
1988-12-01,1988,12,0.8845816945990295,0.6068678882650689,0.7886172656203125
1989-01-01,1989,1,0.7650125777177237,0.4394007506953139,0.5539259645982518
1989-02-01,1989,2,0.5720730972456037,0.44678542845868446,0.6146226498630137
1989-03-01,1989,3,0.63663307103389,0.47861189935064635,0.6421645487638552
1989-04-01,1989,4,0.6618426223090899,0.4896314225525394,0.6621253206077139
1989-05-01,1989,5,0.7691655282173346,0.5327535628364364,0.7140121228806218
1989-06-01,1989,6,0.8342541842199439,0.5324165081893515,0.7144231320277017
1989-07-01,1989,7,0.822250386764834,0.44726686837641294,0.6071088747350939
1989-08-01,1989,8,0.7154347603621,0.5085221407383809,0.6943584009501836
1989-09-01,1989,9,0.7613340401640067,0.5831432779961474,0.756538196624925
1989-10-01,1989,10,0.8229429711070736,0.47008488099705215,0.6344333398308364
1989-11-01,1989,11,0.7932406517792727,0.4915547776810233,0.6639185455522384
1989-12-01,1989,12,0.41533566014395235,0.3436979389944949,0.48892976530537746
1990-01-01,1990,1,0.949897706746857,0.350120486466223,0.440971052354488
1990-02-01,1990,2,0.6653865744050643,0.41150299737265744,0.5432790741559443
1990-03-01,1990,3,0.8144901324777624,0.5735981796841724,0.7551016613605636
1990-04-01,1990,4,0.7322537773430907,0.5512828810065501,0.7374864049487011
1990-05-01,1990,5,0.6857834585827027,0.3859377051752673,0.5454658572130227
1990-06-01,1990,6,0.6627610601109734,0.4501466744291717,0.616051045936265
1990-07-01,1990,7,0.7708282071690161,0.3650824816276682,0.5089075997358707
1990-08-01,1990,8,0.7085793789796302,0.4685846284675351,0.6350763445394242
1990-09-01,1990,9,0.7207201889132417,0.4271598344238216,0.6003276267376955
1990-10-01,1990,10,0.5820369627772162,0.39655758226852494,0.5557712462546429
1990-11-01,1990,11,0.8138903382821048,0.4990321084477339,0.6846607902747046
1990-12-01,1990,12,0.7297453892966891,0.488281595239579,0.6648023324810938
1991-01-01,1991,1,0.7764819321389943,0.24545240622004288,0.3070576896516637
1991-02-01,1991,2,0.7839113128752614,0.36102362061192106,0.48683758867230786
1991-03-01,1991,3,0.6044115233747874,0.525285860192174,0.696318004223992
1991-04-01,1991,4,0.860527076542457,0.5567865606687894,0.7320870425904643
1991-05-01,1991,5,0.8042225053552327,0.4707118628373759,0.633640400721315
1991-06-01,1991,6,0.7011462008424273,0.4177065581812385,0.5561042316783944
1991-07-01,1991,7,0.720611710065891,0.44603783590658375,0.6197617997007603
1991-08-01,1991,8,0.5704610489333116,0.2530398076604191,0.36558885974757416
1991-09-01,1991,9,0.687495180671137,0.44190040158065724,0.6138577329573244
1991-10-01,1991,10,0.6713761544300725,0.4664083626345691,0.642417537809709
1991-11-01,1991,11,0.8350400538330571,0.41027665004122144,0.5550259338305892
1991-12-01,1991,12,0.8902219498432505,0.3976909265531355,0.5075636646678079
1992-01-01,1992,1,0.5047820534045319,0.3303270732636148,0.44173441616985176
1992-02-01,1992,2,0.7046876458716288,0.44149063177069353,0.5774334510364788
1992-03-01,1992,3,0.5184487304691083,0.4454183104723996,0.6089726314652957
1992-04-01,1992,4,0.711750179059811,0.4400206825232678,0.6095728060790425
1992-05-01,1992,5,0.790649064291237,0.5335056643062337,0.7093432303113755
1992-06-01,1992,6,0.7286358697730657,0.5420143328456332,0.7295445068010836
1992-07-01,1992,7,0.7244071490008103,0.4400181822722691,0.6051822643606185
1992-08-01,1992,8,0.7221142471489397,0.47010922349843437,0.6529906862218157
1992-09-01,1992,9,0.6804629936476204,0.4321093092158343,0.6151000284836616
1992-10-01,1992,10,0.6264249342646991,0.49592760595441193,0.6703539958985075
1992-11-01,1992,11,0.8189886407603337,0.6105943967836385,0.8026710539816758
1992-12-01,1992,12,0.8323564115796659,0.4603666298976394,0.6292154568497281
1993-01-01,1993,1,0.6321300000864205,0.4102527013391172,0.5687933197082033
1993-02-01,1993,2,0.40151248392792954,0.40408050670281914,0.5541456527093819
1993-03-01,1993,3,0.7482873817845789,0.47354447857533977,0.6362069687671774
1993-04-01,1993,4,0.7600257977814188,0.4983843908760318,0.6616229269492894
1993-05-01,1993,5,0.6139704406322719,0.45209643488426676,0.6143617757131579
1993-06-01,1993,6,0.6833503119304272,0.4458710575438504,0.6135647880500568
1993-07-01,1993,7,0.6867042604920544,0.36151805716641733,0.5101600639638204
1993-08-01,1993,8,0.6931991064806461,0.43534300298558143,0.612355731686933
1993-09-01,1993,9,0.7375368884049813,0.44579439649656954,0.6107413498467792
1993-10-01,1993,10,0.7061746012503357,0.3819759713616908,0.5230184079607024
1993-11-01,1993,11,0.8537482382098116,0.48671384697556414,0.656400904845448
1993-12-01,1993,12,0.8060187825744458,0.484755751019415,0.6524240478071943
1994-01-01,1994,1,0.4781240238607174,0.345873897841449,0.4508598321636124
1994-02-01,1994,2,0.6561867781644999,0.5141104410860753,0.6933281458749084
1994-03-01,1994,3,0.6835276899899253,0.561825485971292,0.7400967684924603
1994-04-01,1994,4,0.7885540199758861,0.5697224790640543,0.7469097758739516
1994-05-01,1994,5,0.7435183347259393,0.4373664568916254,0.6041185651481873
1994-06-01,1994,6,0.7156974881541556,0.48175384380401687,0.6426900208336149
1994-07-01,1994,7,0.8849018513301897,0.5405807747015137,0.7204121984345413
1994-08-01,1994,8,0.7163361293082348,0.43814255261958607,0.599986451015382
1994-09-01,1994,9,0.5752345687632019,0.44274085755044434,0.621880674620004
1994-10-01,1994,10,0.8100312115429747,0.5234088798363742,0.7118813778921121
1994-11-01,1994,11,0.8700397602321449,0.41639073243991814,0.5887757556083866
1994-12-01,1994,12,0.8691524161651092,0.5090682972155598,0.6684357638354448
1995-01-01,1995,1,0.42177141165475057,0.3440404673129163,0.44419810922180036
1995-02-01,1995,2,0.29062843610688843,0.25475811077926724,0.34539716432528594
1995-03-01,1995,3,0.7692143840899875,0.5150485745497525,0.6793848011016349
1995-04-01,1995,4,0.6886678849027278,0.39518702062385186,0.554973286938036
1995-05-01,1995,5,0.6945207776428222,0.4975427463512912,0.6708553521745241
1995-06-01,1995,6,0.6548186468110008,0.4955088946100048,0.6765349715036978
1995-07-01,1995,7,0.67975885895314,0.469660751959509,0.63696399550186
1995-08-01,1995,8,0.5964548843723392,0.47723327547069033,0.6590623634563458
1995-09-01,1995,9,0.7382947107196403,0.4666622883352519,0.6341426568416382
1995-10-01,1995,10,0.8243044902119023,0.5949474020674735,0.7667993905116217
1995-11-01,1995,11,0.7772464969049799,0.5216214507666516,0.6973180691988915
1995-12-01,1995,12,0.8442036437198511,0.5285929454970677,0.6991553436101864
1996-01-01,1996,1,0.6303332457902622,0.4154579637725541,0.5658163547960504
1996-02-01,1996,2,0.6094154950339359,0.4319771566284258,0.5983558119482472
1996-03-01,1996,3,0.6680552956660264,0.549807876707486,0.7323784509789325
1996-04-01,1996,4,0.7560060210443811,0.42176048846925634,0.5868265950909132
1996-05-01,1996,5,0.6417422419623857,0.290230688902315,0.4009507302583544
1996-06-01,1996,6,0.6142750077471207,0.4345524959416631,0.583627993985147
1996-07-01,1996,7,0.5758273076521957,0.35309299839814284,0.4924058163558841
1996-08-01,1996,8,0.7648973327186505,0.5045182061819345,0.6696750811055493
1996-09-01,1996,9,0.7279689376095752,0.4793822271273729,0.6504951216839348
1996-10-01,1996,10,0.8236766625020663,0.48986354164454216,0.6667891698956161
1996-11-01,1996,11,0.7160950042438636,0.4525817890961264,0.625447383787999
1996-12-01,1996,12,0.9629438785259014,0.48312865900215113,0.6408166057649958
1997-01-01,1997,1,0.8442126248752325,0.4901921521354847,0.6450758173170662
1997-02-01,1997,2,0.880126972996137,0.4344738296421749,0.5522782563710038
1997-03-01,1997,3,0.5524753577546105,0.5335419888679093,0.699973266904535
1997-04-01,1997,4,0.6505354477914739,0.5195347019469534,0.7001939033819042
1997-05-01,1997,5,0.7503523475576881,0.5272545715779179,0.6833976971561975
1997-06-01,1997,6,0.7865644998900931,0.47039189209627985,0.6455628012226533
1997-07-01,1997,7,0.7179708401974855,0.5166666541397582,0.7103488776062103
1997-08-01,1997,8,0.727492951555204,0.44639871237218776,0.618207524884735
1997-09-01,1997,9,0.7269542219246345,0.3682267868276145,0.5135424238145911
1997-10-01,1997,10,0.8444506940525932,0.47142755345767845,0.6428559982775348
1997-11-01,1997,11,0.6508079719086001,0.4206995389374269,0.5594271746912282
1997-12-01,1997,12,0.6336631993837701,0.42701068009288384,0.5647231918348742
1998-01-01,1998,1,0.450177968440626,0.22284334356230848,0.2917585793832224
1998-02-01,1998,2,0.7451540787286739,0.44210979193612393,0.5945774760768511
1998-03-01,1998,3,0.5422922916171341,0.46610039013042887,0.6426557354039842
1998-04-01,1998,4,0.859498494529485,0.4945581192860253,0.6691069589417326
1998-05-01,1998,5,0.6886795249854406,0.42005421763331807,0.5783295558566157
1998-06-01,1998,6,0.6271547891178446,0.35212678078409415,0.4992548674625448
1998-07-01,1998,7,0.7226707971376266,0.5281403822552673,0.7101286196578132
1998-08-01,1998,8,0.6579367953877068,0.43758025395919525,0.611132179956764
1998-09-01,1998,9,0.6072460597943418,0.48790926723744305,0.6647230061169076
1998-10-01,1998,10,0.6356923155821889,0.4113722466666313,0.5850655291839314
1998-11-01,1998,11,0.8073477303086399,0.5175513751320997,0.6830967985554607
1998-12-01,1998,12,0.8849889181628066,0.496647167926951,0.6657497320414347
1999-01-01,1999,1,0.7205441835046887,0.5966917939148823,0.7612269140227128
1999-02-01,1999,2,0.7746419938738617,0.48738655306763495,0.6915685559051713
1999-03-01,1999,3,0.6482192955364987,0.5276700272157195,0.7180958887199468
1999-04-01,1999,4,0.6889043724035648,0.4915521527713309,0.6633380363451831
1999-05-01,1999,5,0.6031298317250017,0.4745024421943929,0.6434078576342107
1999-06-01,1999,6,0.6442708016532116,0.4506225344243466,0.6326114318742793
1999-07-01,1999,7,0.7164886147017917,0.5213535731236227,0.71086979856754
1999-08-01,1999,8,0.4387835475025871,0.39625590381209735,0.5513172593769945
1999-09-01,1999,9,0.5350811858612009,0.4242321493402211,0.5958736852436168
1999-10-01,1999,10,0.6841046833058777,0.5324941688888146,0.7025899918816314
1999-11-01,1999,11,0.5270756347198828,0.4123904482957476,0.5585726267448371
1999-12-01,1999,12,0.8752426484678164,0.40354321114688646,0.554844001337185
2000-01-01,2000,1,0.6752033992817129,0.382907696346333,0.5276180865658395
2000-02-01,2000,2,0.9095198591387403,0.5021135161437482,0.6845080806353927
2000-03-01,2000,3,0.8295636352845017,0.5685284952226444,0.7359723939813192
2000-04-01,2000,4,0.6109033193347382,0.5141999426178361,0.706956770900082
2000-05-01,2000,5,0.656033417847753,0.5028537154946111,0.6789419356439763
2000-06-01,2000,6,0.7338294944637885,0.5273298396653712,0.7102721323944433
2000-07-01,2000,7,0.6596534332941572,0.4453258725515863,0.616425400585067
2000-08-01,2000,8,0.6512594700369069,0.47833596290152436,0.6653691786035567
2000-09-01,2000,9,0.6604583030338277,0.5299733479610579,0.7222649654482809
2000-10-01,2000,10,0.7310572574116978,0.5373271326324884,0.7230032314673498
2000-11-01,2000,11,0.7534057416902877,0.5871103181856232,0.7904550324142506
2000-12-01,2000,12,0.641707817268821,0.4162323505317299,0.5737851345305482
2001-01-01,2001,1,0.38750343564050366,0.3073713002365765,0.3857341501354574
2001-02-01,2001,2,0.5231369590667528,0.27227230480737186,0.3404361882607928
2001-03-01,2001,3,0.5480270191320193,0.5117734828607343,0.6821895141150446
2001-04-01,2001,4,0.5691294380216102,0.5115113274662175,0.6755917565654701
2001-05-01,2001,5,0.7085223350728527,0.5136452201100233,0.7075926770413733
2001-06-01,2001,6,0.6401881167456135,0.47745863756605816,0.6645132156319714
2001-07-01,2001,7,0.6434133677531305,0.41287070104273255,0.5799716705119697
2001-08-01,2001,8,0.6390366936950517,0.392567785660735,0.5489697841675374
2001-09-01,2001,9,0.7019428348551147,0.45308249696856623,0.620897547560824
2001-10-01,2001,10,0.6117183715480377,0.4609858737894886,0.6329245028154243
2001-11-01,2001,11,0.8228675824211273,0.5499650067178193,0.7337146051123361
2001-12-01,2001,12,0.8524019902841643,0.5120929331764783,0.6689447057119545
2002-01-01,2002,1,0.7593082340732066,0.4552695891209497,0.560717085284105
2002-02-01,2002,2,0.7876365337706858,0.5324878429603231,0.6811916295588444
2002-03-01,2002,3,0.795500400404011,0.5072561382856323,0.6765843821783889
2002-04-01,2002,4,0.8440434954642696,0.5401592053442684,0.7324370692445747
2002-05-01,2002,5,0.7633805663446482,0.45541187117213217,0.6186011274246851
2002-06-01,2002,6,0.7273922864320042,0.5471248724055802,0.7426347932459734
2002-07-01,2002,7,0.6079051757927566,0.345730044922905,0.4813512232051575
2002-08-01,2002,8,0.46519866796803866,0.3346047357872856,0.4760865837376184
2002-09-01,2002,9,0.5319209987951683,0.4143488448099097,0.5736283261720797
2002-10-01,2002,10,0.7072117152825161,0.5233133494968325,0.7072183280034903
2002-11-01,2002,11,0.7454630599603831,0.4025593789276353,0.5624677223683172
2002-12-01,2002,12,0.34291096817952155,0.18228636746232163,0.2538383194785255
2003-01-01,2003,1,0.5919888580966388,0.35962701022626964,0.4501940236842708
2003-02-01,2003,2,0.5322504830873065,0.4473120952203649,0.57740304262781
2003-03-01,2003,3,0.5386088263906469,0.46375307116309233,0.6261678136273319
2003-04-01,2003,4,0.6164478989801143,0.4257574568708528,0.5783693493277455
2003-05-01,2003,5,0.5924512592945003,0.3920922938496335,0.5180686160150227
2003-06-01,2003,6,0.6584682849562411,0.531048512594931,0.7155299310584081
2003-07-01,2003,7,0.6429345993263018,0.46466056606259587,0.6190129121732111
2003-08-01,2003,8,0.6283674797148532,0.4344616774306833,0.6032483008453416
2003-09-01,2003,9,0.701040143761207,0.5534251709586635,0.741784167718509
2003-10-01,2003,10,0.5408598367062826,0.44056510571601365,0.6107599640279059
2003-11-01,2003,11,0.6085467095504642,0.3758546482994186,0.5279703544237658
2003-12-01,2003,12,0.6746375331594706,0.4243659420273081,0.5905716438090869
2004-01-01,2004,1,0.5848636685748,0.3175590966185915,0.4158399328491233
2004-02-01,2004,2,0.40582252766152355,0.4820057158413372,0.6320944746245808
2004-03-01,2004,3,0.6758834802443875,0.5891595131092839,0.7636410201347023
2004-04-01,2004,4,0.7872252127460352,0.547558069785306,0.7259240935496065
2004-05-01,2004,5,0.8198836823837566,0.475249257512166,0.6404086260490817
2004-06-01,2004,6,0.5817986984460574,0.3687933441961702,0.5153542818052504
2004-07-01,2004,7,0.5722819474483211,0.38793032345936757,0.5399840893506536
2004-08-01,2004,8,0.6878350610850009,0.3688259789423306,0.5163601668210679
2004-09-01,2004,9,0.5657881837075681,0.3501637173085758,0.49899091102135795
2004-10-01,2004,10,0.8062761394434454,0.5251156317350902,0.7015642259896011
2004-11-01,2004,11,0.6590805891849865,0.349478310729441,0.48652599164360516
2004-12-01,2004,12,0.81910916887074,0.5784014252057594,0.7337226712044365
2005-01-01,2005,1,0.8288062743259975,0.5459055454083475,0.7086261338287713
2005-02-01,2005,2,0.6640307886516623,0.5322477885215285,0.710629851916586
2005-03-01,2005,3,0.6624575033195989,0.5444119099395021,0.7314367816094618
2005-04-01,2005,4,0.7521525355215268,0.5093134352773225,0.6809480263847253
2005-05-01,2005,5,0.7233788983686898,0.4981012274093421,0.6580976360371857
2005-06-01,2005,6,0.682411123597104,0.4176891310716387,0.5753871550171358
2005-07-01,2005,7,0.4539122492007243,0.3045026111040684,0.4384195624233855
2005-08-01,2005,8,0.6541507595830502,0.43111975239691475,0.6012138312170764
2005-09-01,2005,9,0.6085230210739485,0.4618488628026412,0.6548503981089824
2005-10-01,2005,10,0.7965562830699295,0.586954692118302,0.7708299063961161
2005-11-01,2005,11,0.7682981066046783,0.5455348027822725,0.7349878276726562
2005-12-01,2005,12,0.7722214511525235,0.43851832001930896,0.5901129505671462
2006-01-01,2006,1,0.7163262857738425,0.5210110833271945,0.6930898515512941
2006-02-01,2006,2,0.27390532597669526,0.374441150328172,0.5018749457767409
2006-03-01,2006,3,0.708128107995238,0.5861199639758408,0.7681201392535669
2006-04-01,2006,4,0.7390429429642394,0.6124670664497263,0.8003484490273874
2006-05-01,2006,5,0.7137913741754016,0.49051876905773545,0.6740199725257663
2006-06-01,2006,6,0.4884147672549616,0.3152355540145454,0.46045418068509403
2006-07-01,2006,7,0.4969979931654625,0.3826480774962188,0.5361500108111895
2006-08-01,2006,8,0.5010484784872854,0.4168684774451593,0.584234076847398
2006-09-01,2006,9,0.672591333685907,0.430707556754374,0.5954396880384528
2006-10-01,2006,10,0.7602790212219525,0.4761652616586093,0.6604955204366305
2006-11-01,2006,11,0.7023202079904668,0.3900199386682815,0.5390051327381525
2006-12-01,2006,12,0.7474221596551305,0.43257041916944317,0.6003987239724115
2007-01-01,2007,1,0.7913448638032468,0.1402509933651678,0.18001541613983468
2007-02-01,2007,2,0.5371217846400371,0.4066419294479457,0.5324425786698127
2007-03-01,2007,3,0.70921897907514,0.5159700999853598,0.6998102410142244
2007-04-01,2007,4,0.6874067696162214,0.46096275543530885,0.6420465866351309
2007-05-01,2007,5,0.6564108114815785,0.44248096904362677,0.6076940665646772
2007-06-01,2007,6,0.5752989414892311,0.31900337256580447,0.457300276393122
2007-07-01,2007,7,0.6761614616911511,0.5225241762371908,0.6860857257437004
2007-08-01,2007,8,0.6428774730994121,0.4762461533719019,0.6500201750757831
2007-09-01,2007,9,0.580575361953753,0.43428984220511097,0.6008484546356694
2007-10-01,2007,10,0.6407197242606846,0.49258743226587115,0.6490024541359367
2007-11-01,2007,11,0.6570510383108068,0.3476929576067269,0.49580873581529034
2007-12-01,2007,12,0.914392324421103,0.5370731845866757,0.7122661644726928
2008-01-01,2008,1,0.7143557223313284,0.48085849164393785,0.6025955415666243
2008-02-01,2008,2,0.772238127436277,0.5160129074965417,0.6827735988748654
2008-03-01,2008,3,0.6700538544638625,0.5476359359478494,0.7351958617889641
2008-04-01,2008,4,0.738211260845594,0.513624246332026,0.68599933832499
2008-05-01,2008,5,0.7541732831016453,0.5182086683897624,0.6864741061269795
2008-06-01,2008,6,0.6824124774194088,0.409455418777874,0.5812331497129966
2008-07-01,2008,7,0.6699127574190692,0.42890562127432946,0.601516200115303
2008-08-01,2008,8,0.673397107270826,0.4729853878704692,0.6519234020507304
2008-09-01,2008,9,0.6733545810491064,0.4912847706806938,0.6810895468263272
2008-10-01,2008,10,0.6771837728308284,0.4599833172451223,0.6332310661367175
2008-11-01,2008,11,0.6691048229499936,0.4092572242573644,0.5734690710341622
2008-12-01,2008,12,0.5679833189995589,0.5129058907385432,0.6782517490439942
2009-01-01,2009,1,0.6093331472889555,0.4232422911415163,0.5737701454277846
2009-02-01,2009,2,0.8270191640975224,0.2692383678507172,0.35781811262674657
2009-03-01,2009,3,0.8207367812980542,0.6150381489306715,0.789560862526999
2009-04-01,2009,4,0.7980518684831149,0.6392865047563439,0.810449640987293
2009-05-01,2009,5,0.7330008751844199,0.42980938457204976,0.6014109767939234
2009-06-01,2009,6,0.5781388992620718,0.39701698979880945,0.562861001940566
2009-07-01,2009,7,0.746880760805236,0.3945909409297719,0.5480567922430495
2009-08-01,2009,8,0.6569390920627508,0.3944540964862844,0.5407953279019858
2009-09-01,2009,9,0.6791888243221261,0.4029841211138301,0.5518448743207127
2009-10-01,2009,10,0.6523652106789465,0.4214336158192091,0.5949247728999443
2009-11-01,2009,11,0.5836534890561524,0.39077281870612723,0.5367014985261893
2009-12-01,2009,12,0.6394534978444156,0.3864263089816336,0.5357600979051903
2010-01-01,2010,1,0.0040885187856879385,0.11496290581649686,0.14543524701338326
2010-02-01,2010,2,0.37221712654629185,0.39968194722230715,0.5685763231205001
2010-03-01,2010,3,0.5607850206923738,0.38772391649660604,0.5429612219571127
2010-04-01,2010,4,0.6636730323662935,0.3171378537352334,0.4692667921584256
2010-05-01,2010,5,0.63067025291615,0.4361260721507561,0.5795329858729941
2010-06-01,2010,6,0.660677874990399,0.4548424137086428,0.6326350671221554
2010-07-01,2010,7,0.6387880529894605,0.4746403568617618,0.6556403668624793
2010-08-01,2010,8,0.5266622923848254,0.4051906842812415,0.5670956017486686
2010-09-01,2010,9,0.6413339060431321,0.4582120294312073,0.6412548585960647
2010-10-01,2010,10,0.6289601199446745,0.4618290637017962,0.6226052434330489
2010-11-01,2010,11,0.7560637716450905,0.57150570347447,0.7633225681693869
2010-12-01,2010,12,0.7182661537317034,0.4513110425794324,0.6058041083002735
2011-01-01,2011,1,0.2844598751674398,0.4612860512363847,0.616806503657103
